subject_nr,condition,xprob__initial_precision,prior_posterior_weight,action_noise,xprob__volatility
301,1,1.019768602160469,1.6621409751592777,1.158357738845158,-3.7295169935331853
301,2,0.49845016406171316,2.3810383497380823,0.5139564302974277,-5.556557179753605
301,3,0.9897894033965822,1.6610777929560703,1.3875819126749342,-5.034529036530749
301,4,0.9403252385340892,1.8416910993587337,0.9004477328757827,-3.0637275079247117
301,5,1.6979387989818047,1.3532954240427444,0.3379965350326798,-4.8251754357035095
301,6,1.0055936030633494,0.2971663373316057,0.8797768818845906,-5.2039202852791995
302,1,1.1923482074007583,1.4553347758819202,0.42334950824371365,-5.289919838193107
302,2,1.14454153580117,1.0638009209210773,0.7117977777706146,-5.146058019873711
302,3,0.9812852405078024,0.26545081673813686,0.822176410395751,-5.138474874541534
302,4,0.696545917877963,1.9304434885860198,0.6871042378849767,-5.0438631578519235
302,5,0.7621749189336336,1.8540264212826718,0.47678430718310594,-4.824715806550236
302,6,1.374883273042034,1.5701172191612103,0.26094787647002116,-5.0445048675049975
304,1,0.467209416543717,2.244270697467412,0.5437069330317529,-5.429230927518001
304,2,0.9427182680353925,2.1359405286021036,0.7553121623062029,-5.213714828909664
304,3,0.8858542064764601,1.8621797007236929,0.8843640628353848,-5.537172727723844
304,4,0.6557637491518787,2.125981594081683,0.39573398138268023,-5.451946603185869
304,5,0.5911897607507628,2.065441723585548,0.66362795374164,-5.375064348623093
304,6,1.111270121491147,0.9587526695298709,1.4117599635697542,-5.277586819240147
305,1,1.0600238023124218,0.16113834985859127,0.6629522778563073,-5.206841349687723
305,2,1.0480932204642102,0.3001845091894345,0.6495365989748705,-4.962036574955375
305,3,1.6601136305273227,1.2167218211326631,0.4986481059089894,-4.90264552139564
305,4,1.1701297134328497,0.6482086027019036,1.1359271249605325,-5.316525916202243
305,5,0.698714024461877,2.0459375475376094,0.6496537723478306,-4.016023296621132
305,6,0.535477920325646,1.9671698447637391,0.5862162881583911,-5.3008629733169235
306,1,1.124078537199432,1.6505088062969864,1.307160592586519,-5.179326046418201
306,2,0.8704453944906174,1.5738215181889434,1.145112624141027,-4.959286390110397
306,3,0.755900611187611,2.013908092950947,0.8523120146184132,-5.207907670461328
306,4,0.7002789339225317,1.5207265733177189,0.7566099738566128,-4.812524059556319
306,5,0.6159200629067965,1.4699264171825914,0.08763155445329524,-5.1280957130012865
306,6,1.293419182694847,1.4304036969081197,0.14661967586101457,-5.030688599449458
307,1,1.1816758016831983,2.0750268152806455,0.5733093580557287,-3.0505422904127784
307,2,0.4129641291292162,2.4058708177883177,0.17467181656445807,-5.1008070652681
307,3,0.660150857272215,1.4368257471971826,0.5665844027781481,-4.032059521792595
307,4,1.115225064082766,1.3954669307176557,0.7213364770937797,-4.302645544028211
307,5,1.964254400378214,1.82045978860782,0.25036545871913435,-3.448626593833403
307,6,1.2299683932487864,1.2649619869403121,0.47665268055634225,-4.552828832085478
308,1,0.6581950342986977,1.9660673698484512,0.3449133378055307,-4.971631085049283
308,2,0.6755942567820838,2.275721913831198,0.34317472480683775,-4.972891845317262
308,3,0.6031399325534322,1.9124470353902328,0.19782431119472466,-5.051001342633243
308,4,0.8971945661274413,0.7456101518225964,0.3346683088894281,-4.990836673852825
308,5,1.023951192437387,1.1906666178788545,0.44270691539972856,-4.911881476854948
308,6,1.1760335939075413,1.4172698843502967,0.5424970979617111,-5.135994092632393
309,1,0.5625329829810888,3.149676225844357,0.5046002185945464,-5.255076668745409
309,2,0.6761940771567636,2.830677809426774,0.3942375741244665,-5.158296066303427
309,3,0.5561202538546486,2.7688981274231694,0.42385047637837975,-5.224259199505095
309,4,1.180099106547299,2.0961244386222075,1.6282535287558928,-4.870973309627262
