detectprob,binary_resp,SubjID,condition,training
1.0,1,5,2,1
0.649391896768855,0,5,2,0
0.810060504884455,0,5,2,0
0.649391896768855,1,5,2,0
0.649391896768855,1,5,2,0
0.445796649255917,0,5,2,0
0.649391896768855,0,5,2,0
0.649391896768855,1,5,2,0
0.0,1,5,2,0
0.649391896768855,0,5,2,0
0.649391896768855,1,5,2,0
0.445796649255917,0,5,2,0
0.649391896768855,0,5,2,0
0.649391896768855,0,5,2,0
0.810060504884455,0,5,2,0
0.0,0,5,2,0
0.649391896768855,1,5,2,0
0.445796649255917,1,5,2,0
0.649391896768855,0,5,2,0
0.649391896768855,0,5,2,0
0.445796649255917,0,5,2,0
0.0,0,5,2,0
0.649391896768855,0,5,2,0
0.445796649255917,0,5,2,0
0.0,0,5,2,0
0.0,0,5,2,0
0.445796649255917,0,5,2,0
0.649391896768855,0,5,2,0
0.0,0,5,2,0
0.445796649255917,0,5,2,0
0.649391896768855,0,5,2,0
0.810060504884455,0,5,2,0
0.0,0,5,2,0
0.0,0,5,2,0
0.649391896768855,0,5,2,0
0.649391896768855,0,5,2,0
0.0,0,5,2,0
0.810060504884455,0,5,2,0
0.0,0,5,2,0
0.649391896768855,0,5,2,0
0.445796649255917,0,5,2,0
0.810060504884455,0,5,2,0
0.0,0,5,2,0
0.0,0,5,2,0
