parameter,mean,std,ess_bulk,rhat,rhat_warn,ess_warn
"parameters[3, 56]",-5.586371654671148,1.03405209078755,4143.585344001218,1.0011542093102237,false,false
"parameters[1, 57]",1.0497614386356195,0.3420217684033071,2800.8247023310473,1.0008185366235274,false,false
"parameters[2, 57]",0.4998981139398338,0.15101494144588357,2674.4867013620687,1.001142503605568,false,false
"parameters[3, 57]",-5.686368181948412,0.8890914152857017,3658.247684123103,1.0046652231111213,false,false
"parameters[1, 58]",1.1065576520456326,0.28433339024408333,2824.576331441932,0.9997856820245411,false,false
"parameters[2, 58]",0.526904795527717,0.13295229500376668,2333.862248230493,1.00003183483359,false,false
"parameters[3, 58]",-6.247496832219149,0.8204128481670225,3620.502039403224,1.00044741497059,false,false
"parameters[1, 59]",1.3419507790258196,0.6515107393429425,3266.2055633019063,1.0009709003025447,false,false
"parameters[2, 59]",1.3946334048170685,0.5194355403442679,3250.68751446625,1.0014022447621835,false,false
"parameters[3, 59]",-4.979422974674332,0.9768824346499286,4883.615509132669,1.0017111944660855,false,false
"parameters[1, 60]",1.579687296386321,0.5708412415551711,3732.314913289168,1.0007767109290377,false,false
"parameters[2, 60]",1.0759006303228518,0.2909660753018267,4071.375903161866,1.000593441453855,false,false
"parameters[3, 60]",-4.301377447663575,1.373400851561902,3411.8166722606807,1.0007358031560363,false,false
"parameters[1, 61]",2.6561693957236505,0.5723226810959279,4081.294611631054,1.0004905027687556,false,false
"parameters[2, 61]",0.8383684874382454,0.2995359341855198,4266.988549885329,1.0022477429524672,false,false
"parameters[3, 61]",-4.820135611363804,1.083981890672069,3490.0428753773194,1.0023553567982246,false,false
"parameters[1, 62]",2.198238728486191,0.551046977849686,4434.316897661539,1.0025229090334644,false,false
"parameters[2, 62]",0.8847782942791764,0.20846763232809148,4644.721123080813,1.0005775247288966,false,false
"parameters[3, 62]",-5.665586548066122,0.9459077592504407,4213.888933240826,1.001262018586667,false,false
"parameters[1, 63]",1.3036183757959379,0.6557068321884328,3468.060486589655,1.000786837352993,false,false
"parameters[2, 63]",1.7133311698048095,0.5631584258356704,3398.4412740912458,1.0007979086734367,false,false
"parameters[3, 63]",-5.423971395257917,0.9585931217932194,3536.628530908021,1.0004244433096663,false,false
"parameters[1, 64]",0.16538752969249226,0.17740045635632637,2211.302409362965,1.0005680809998934,false,false
"parameters[2, 64]",1.0358022493710992,0.3577859427640555,2321.3136568510095,1.0012900154669768,false,false
"parameters[3, 64]",-5.408206036514033,1.037940432085939,3834.360154025994,1.0018681755052838,false,false
"parameters[1, 65]",1.9034350157979456,0.3707622458530953,3430.39158775916,1.000510894100478,false,false
"parameters[2, 65]",0.4701226353965454,0.14289795388769597,3051.385409671824,0.999752605163427,false,false
"parameters[3, 65]",-6.148932441281116,0.8531850006792354,3413.9993727423457,1.001004397412959,false,false
"parameters[1, 66]",0.16349176835473175,0.16850833585536906,2056.9349151219494,1.0008486848298972,false,false
"parameters[2, 66]",1.0035148184270026,0.34405140269014683,2067.844185034457,1.0017075861371623,false,false
"parameters[3, 66]",-5.409122299504121,0.9983055386653993,2866.0361464515095,1.0009849467931806,false,false
"parameters[1, 67]",2.684830429453932,0.5751928729948766,4517.995393412413,1.0007288178358278,false,false
"parameters[2, 67]",0.822611231372209,0.26984233874840774,4320.872716902752,1.0020392442473416,false,false
"parameters[3, 67]",-5.489214353175028,1.030455147368246,4060.627765189104,1.0012812302475536,false,false
"parameters[1, 68]",1.0500240700471426,0.4467996658802854,3388.365971386625,1.0013233379279058,false,false
"parameters[2, 68]",0.6247291510916787,0.1417334458032331,3831.888856745349,1.0009395496988023,false,false
"parameters[3, 68]",-4.228822052590085,0.8273594068108518,3458.497706430491,1.0003004708873664,false,false
"parameters[1, 69]",2.5611158449178557,0.4657874080977546,3210.1899325823456,1.0008137507051196,false,false
"parameters[2, 69]",0.34343867895954233,0.07752926284719475,3000.5175120811373,0.999794911579249,false,false
"parameters[3, 69]",-5.270102009974658,0.9260370712916831,4784.888953938747,1.0024249286919669,false,false
"parameters[1, 70]",1.3286990929114224,0.6276347360484619,2223.9433006431177,1.0007271766891985,false,false
"parameters[2, 70]",1.2411930017881991,0.3245942763186861,2443.8508120034458,1.0016436140462075,false,false
"parameters[3, 70]",-2.8761003968919634,1.2619150196030418,2730.6152230124826,1.0005947509783812,false,false
"parameters[1, 71]",1.4300232087570774,0.5439774031743929,2327.6918929567323,1.0017219368202424,false,false
"parameters[2, 71]",0.5159124013451224,0.2145548857199524,2416.3468152149057,1.0005595619913046,false,false
"parameters[3, 71]",-5.392710512383776,0.9501910964788648,4104.71569898003,1.0055049459987921,false,false
"parameters[1, 72]",0.3527051370418069,0.20930465314773727,1955.7892127683242,1.0005405958569094,false,false
"parameters[2, 72]",0.4827905912583526,0.1395350280785335,2214.801975165058,1.0025469328422119,false,false
"parameters[3, 72]",-5.540137920351563,1.0377019279252566,3222.987299287096,1.0013226884393325,false,false
"parameters[1, 73]",1.3105805294878141,0.19449687818868916,3632.593411314736,1.0024780899633738,false,false
"parameters[2, 73]",0.16547974794059814,0.04096194204587914,3541.166853295074,1.000588839816019,false,false
"parameters[3, 73]",-6.766917562454564,0.7253470629400578,4584.737422858038,1.000719121671788,false,false
"parameters[1, 74]",0.18856689000239238,0.13555318750609105,2574.402784364698,1.0013599910749287,false,false
"parameters[2, 74]",0.7482939946130986,0.22034306775606863,2744.1206141833886,1.0004053092879919,false,false
"parameters[3, 74]",-5.4304839049104,0.9912203701637786,4542.648987823544,1.0013023688720317,false,false
"parameters[1, 75]",0.5700168586155312,0.3949436513621447,1975.960422850203,1.0012040427834026,false,false
"parameters[2, 75]",0.7475902861445787,0.28731445714858467,2148.8504083812304,1.001126780221627,false,false
"parameters[3, 75]",-5.080636167958288,0.9541244251613783,4508.44825083925,1.0006562352504005,false,false
"parameters[1, 76]",0.9709224146799279,0.15146971815329785,3840.077814722843,1.0000236013568615,false,false
"parameters[2, 76]",0.21850257214998767,0.05006976785534852,3334.567456185033,1.0015432275538052,false,false
"parameters[3, 76]",-6.997836860507338,0.6660282246478391,3556.290884206017,1.0004647528586277,false,false
"parameters[1, 77]",0.44732592022229234,0.3807917975135648,2832.203936917299,1.0008876318632005,false,false
"parameters[2, 77]",1.4318088552083554,0.45794779342835756,2971.6764212087983,1.0014104485113333,false,false
"parameters[3, 77]",-5.376116230752366,0.9674111433443833,4816.765104680348,1.0008593986230203,false,false
"parameters[1, 78]",2.40324564999521,0.5446257296398267,4499.355786743111,1.0036149099117067,false,false
"parameters[2, 78]",0.7872614470688881,0.17816639199405734,4634.471793905164,1.0008289553503458,false,false
"parameters[3, 78]",-5.188565985496589,0.8369922941751601,4589.104258030462,1.0009201481534997,false,false
"parameters[1, 79]",2.1288312746489257,0.6646045269716421,3354.22556685216,1.0015868925480034,false,false
"parameters[2, 79]",1.0646304145406176,0.2544756811782299,3855.7147201645107,1.0005836113285569,false,false
"parameters[3, 79]",-2.389304613500408,1.0468621967241085,1960.315418514872,1.0045235600520848,false,false
"parameters[1, 80]",0.4190502623959305,0.2982400907612356,2408.665799081297,1.0014228968990315,false,false
"parameters[2, 80]",1.0910660478401104,0.323084917175049,2497.4551559362435,1.0024023584982766,false,false
"parameters[3, 80]",-5.077493213499426,1.0329245514517509,3985.5538419148675,1.004150293162614,false,false
"parameters[1, 81]",1.156249170572079,0.6296533809486496,2926.8526626909184,1.000201812787117,false,false
"parameters[2, 81]",1.6132444208477825,0.5356543947906324,2927.8778724575823,1.0010204361639345,false,false
"parameters[3, 81]",-5.333159663685625,0.9574436165069337,4321.324964213262,1.000469055096708,false,false
"parameters[1, 82]",1.5869776381615956,0.6452979027438449,3792.669342621056,1.0007990160528235,false,false
"parameters[2, 82]",1.5740556108377861,0.46524675535997295,3947.6760982177448,1.0000146830366081,false,false
"parameters[3, 82]",-5.477652597015696,0.964538570014379,3083.4705576320166,1.0011129620783175,false,false
"parameters[1, 83]",1.0882463501484114,0.5679944989327426,3093.077460357628,1.0008721015885529,false,false
"parameters[2, 83]",1.462808882336824,0.4784472176619653,3143.026540278967,1.0012811151189558,false,false
"parameters[3, 83]",-5.093068939261284,0.9744523496400624,4112.913466426752,1.0004311396525252,false,false
"parameters[1, 84]",1.4480963410286884,0.23405697225209401,3507.424625498201,1.0002886981384167,false,false
"parameters[2, 84]",0.39501044438127164,0.09355333733926194,3154.237369062284,1.0011991635207276,false,false
"parameters[3, 84]",-6.6610351622053585,0.7587384760187291,3782.9411637537673,1.000662644621805,false,false
"parameters[1, 85]",1.4116650473079335,0.6479451527403326,3011.341881076522,1.001907364439947,false,false
"parameters[2, 85]",1.7271591673142634,0.5258495157712131,2969.3810410834417,1.0020281645798659,false,false
"parameters[3, 85]",-5.264672648703043,0.955408580634374,4640.118123000843,1.000933792846808,false,false
"parameters[1, 86]",0.7110067964874928,0.34922179850549756,2033.2385966011107,1.0010622049653886,false,false
"parameters[2, 86]",0.7735493602172235,0.2867848675874467,1957.516303343088,1.0022474996903932,false,false
"parameters[3, 86]",-5.867784033110851,0.9431809269324537,2849.4223023487957,1.0036838257736367,false,false
"parameters[1, 87]",1.8018271083817126,0.567501551476444,4238.516865016973,0.9995714288793015,false,false
"parameters[2, 87]",0.44780151873846263,0.10704192390026755,4323.613033706358,1.0011414089729984,false,false
"parameters[3, 87]",-5.068341946449537,0.9518079100394818,3760.482074886153,1.001578456517099,false,false
"parameters[1, 88]",0.8429090153858945,0.3334990728907892,3224.9212549954564,1.0008513733492874,false,false
"parameters[2, 88]",0.4743253060222103,0.1100758401497037,2912.682628125784,1.0013201223901398,false,false
"parameters[3, 88]",-4.917800518074913,0.952409528363815,3020.1908434337065,1.0005239018113052,false,false
"parameters[1, 89]",0.9914752260063167,0.5544909602658568,2765.6160018800488,1.000873632010867,false,false
"parameters[2, 89]",1.2215216722304236,0.44932703704138466,2901.0282916733277,1.0014124607383625,false,false
"parameters[3, 89]",-5.5403754053531085,0.9243432636825035,4360.710307282639,1.0004692839600435,false,false
"parameters[1, 90]",1.2200061962219337,0.40177120935347194,2601.4859912193215,1.0016622281490615,false,false
"parameters[2, 90]",0.7073087797907222,0.25349460023074716,2298.0122202353336,1.0010093394476909,false,false
"parameters[3, 90]",-6.290648089534626,0.8753792974429876,3315.063918535949,1.0011170391545092,false,false
"parameters[1, 91]",1.7019076054592588,0.6180766765792979,4637.0795885410125,0.999895168882861,false,false
"parameters[2, 91]",0.6096515583461513,0.11765829027015594,4563.370143092147,0.9997236886743196,false,false
"parameters[3, 91]",-5.1242557264051465,1.084240784228704,4573.473953626029,1.0013871685196156,false,false
"parameters[1, 92]",0.8276667507971943,0.365721913571608,2911.100497858359,1.0015046582129012,false,false
"parameters[2, 92]",0.6741910249151263,0.15892148845753779,2531.9032215601683,1.0004257025648644,false,false
"parameters[3, 92]",-4.96351983366477,0.9048931327336681,3547.062290895339,1.0003930586788097,false,false
